A0 f*d (MHz*mm),A0 Phase velocity (m/ms),A0 Energy velocity (m/ms),A0 Propagation time (micsec),A0 Coincidence angle (deg),A0 Wavelength/d (),A0 Wavenumber*d (rad),A0 Attenuation*d (Np/m*mm),A1 f*d (MHz*mm),A1 Phase velocity (m/ms),A1 Energy velocity (m/ms),A1 Propagation time (micsec),A1 Coincidence angle (deg),A1 Wavelength/d (),A1 Wavenumber*d (rad),A1 Attenuation*d (Np/m*mm)
0.795,2.16993462388381,3.06448710577456,32.6318879957319,9.09484796088412,2.72947751431925,2.30197364668404,0,2.4036,6.95304677801606,3.63065094444393,27.5432702097215,2.82759955026307,2.89276367865537,2.17203546682395,0
0.7956,2.17041263029073,3.06468273168127,32.6298050255729,9.09282794474988,2.72801989729856,2.30320362157239,0,2.4042,6.95145970957825,3.63089520029355,27.5414173319888,2.82824563643645,2.89138162780894,2.17307367756256,0
0.7962,2.17089020003844,3.06487789688077,32.6277272258622,9.09081067362944,2.72656392870941,2.3044335183271,0,2.4048,6.94987438045122,3.63113871727655,27.5395703073009,2.82889130950093,2.89000098987492,2.17411181836706,0
0.7968,2.17136733466441,3.06507260270257,32.6256545805234,9.08879613796307,2.72510960675755,2.30566333610911,0,2.4054,6.94829078634758,3.63138149642135,27.5377291255539,2.8295365704354,2.88862176201363,2.17514988975215,0
0.7974,2.17184403342753,3.06526684953313,32.6235870835294,9.08678433782304,2.7236569267965,2.30689307649687,0,2.406,6.94670892457561,3.63162353814166,27.5358937813172,2.83018141957119,2.88724394205137,2.17618789173575,0
0.798,2.17232029729423,3.06546063846285,32.6215247213692,9.08477526608054,2.72220588633362,2.30812273925469,0,2.4066,6.94512879086425,3.63186484346318,27.5340642645294,2.83082585788583,2.88586752716041,2.17722582483265,0
0.7986,2.17279612722901,3.06565397057896,32.6194674805763,9.08276891562812,2.7207564828813,2.30935232414687,0,2.4072,6.94355038332574,3.63210541249105,27.5322405721192,2.83146988538728,2.88449251550587,2.1782636888131,0
0.7992,2.17327152362723,3.06584684673231,32.6174153502102,9.08076528176985,2.71930871324729,2.31058183154073,0,2.4078,6.94197369770353,3.63234524624837,27.5304226940663,2.832113503052,2.88311890427092,2.17930148419198,0
0.7998,2.17374648688391,3.06603926777216,32.6153683193568,9.07876435982022,2.71786257424845,2.31181126180268,0,2.4084,6.94039873054033,3.6325843454507,27.5286106226923,2.83275671153305,2.8817466909734,2.18033921123624,0
0.8004,2.17422101739368,3.0662312345462,32.6133263771282,9.07676614510419,2.71641806271075,2.31304061529819,0,2.409,6.9388254791746,3.6328227105064,27.5268043526573,2.83339951116076,2.88037587346393,2.18137686996505,0
